id,time,latitude,longitude,depth,place,place_exact,exact_place_ar,exact_place_fr
381,2000-07-30T01:05:14.080Z,35.33,-1.257,5.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
382,2000-08-18T18:15:06.490Z,36.196,4.972,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
383,2000-08-18T20:14:14.350Z,36.051,5.004,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
384,2000-08-20T02:29:01.350Z,36.136,4.968,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
385,2000-08-23T00:42:06.070Z,35.51300000000001,-1.5830000000000002,0.0,northern Algeria,algeria,,algeria
386,2000-09-12T15:18:33.270Z,35.39,-1.6230000000000002,0.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
387,2000-10-18T08:58:50.300Z,36.408,4.842,0.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
388,2000-10-21T01:32:57.770Z,36.587,4.817,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
389,2000-11-10T20:09:38.610Z,36.566,4.841,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
390,2000-11-10T20:10:53.370Z,36.601,4.773,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
391,2000-11-10T20:38:43.160Z,36.077,5.242000000000001,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
392,2000-11-10T22:09:20.740Z,36.618,4.725,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
393,2000-11-10T23:16:28.380Z,36.47,4.842,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
394,2000-11-11T04:12:52.460Z,36.232,5.106,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
395,2000-11-11T20:18:44.540Z,36.222,5.1389999999999985,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
396,2000-11-11T22:33:38.170Z,36.289,5.1,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
397,2000-11-11T22:49:01.330Z,36.355,5.07,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
398,2000-11-12T13:46:48.830Z,36.363,4.928,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
399,2000-11-13T00:30:46.880Z,36.495,4.8,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
400,2000-11-16T11:33:09.300Z,36.658,4.759,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
401,2000-11-20T20:49:11.780Z,35.644,5.848,33.0,northern Algeria,Batna ⵜⴱⴰⵜⴻⵏⵜ باتنة, باتنة,Batna 
402,2000-11-28T23:02:21.470Z,36.333,5.098,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
403,2000-11-30T01:44:45.460Z,36.533,4.782,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
404,2000-11-30T02:11:56.840Z,36.479,4.921,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
405,2000-12-01T22:02:16.880Z,35.98900000000001,5.29,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
406,2000-12-03T02:54:31.730Z,36.483,5.009,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
407,2000-12-08T09:08:46.220Z,36.552,4.774,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
408,2000-12-11T17:52:10.530Z,36.463,4.78,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
409,2000-12-11T19:44:48.540Z,36.3,5.145,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
410,2000-12-28T11:43:28.970Z,36.402,5.048,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
411,2001-01-21T19:23:18.970Z,36.305,5.136,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
412,2001-01-23T23:58:38.860Z,36.531,5.278,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
413,2001-01-30T03:15:25.390Z,36.348,5.007,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
414,2001-02-02T02:29:55.160Z,35.677,-1.394,0.0,northern Algeria,algeria,,algeria
415,2001-02-02T02:42:36.280Z,35.5,-1.45,0.0,northern Algeria,algeria,,algeria
416,2001-02-02T15:39:27.930Z,35.68,5.586,10.0,northern Algeria,Batna ⵜⴱⴰⵜⴻⵏⵜ باتنة, باتنة,Batna 
417,2001-02-19T19:05:06.200Z,36.992,2.65,10.0,northern Algeria,algeria,,algeria
418,2001-03-13T03:49:29.340Z,36.433,4.766,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
419,2001-04-03T05:51:22.140Z,36.744,3.39,0.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
420,2001-06-08T10:16:47.360Z,35.85,-1.4480000000000002,10.0,northern Algeria,algeria,,algeria
421,2001-07-29T10:04:00.080Z,35.706,2.3080000000000003,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
422,2001-08-04T18:32:32.150Z,36.384,3.28,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
423,2001-08-13T02:22:48.410Z,35.549,-1.383,23.9,northern Algeria,algeria,,algeria
424,2001-09-02T13:53:01.590Z,36.997,2.22,0.0,northern Algeria,algeria,,algeria
425,2001-09-22T19:18:44.590Z,36.678,5.271,10.0,northern Algeria,algeria,,algeria
426,2001-10-22T00:26:54.540Z,35.776,-1.555,0.0,northern Algeria,algeria,,algeria
427,2001-11-07T21:22:50.760Z,36.331,3.242,24.5,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
428,2001-12-04T10:11:42.430Z,35.917,-1.117,20.3,northern Algeria,algeria,,algeria
429,2001-12-13T01:53:41.650Z,35.085,7.47,10.0,northern Algeria,Tébessa ⵜⴱⴻⵙⴰ تبسة, تبسة,Tébessa 
430,2002-01-29T06:18:11.100Z,36.882,3.611,10.0,northern Algeria,algeria,,algeria
431,2002-02-20T18:01:40.580Z,36.914,4.057,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
432,2002-03-05T00:53:23.050Z,36.571,5.442,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
433,2002-03-15T16:20:47.290Z,36.794,2.113,33.0,northern Algeria,algeria,,algeria
434,2002-04-05T15:27:31.270Z,36.653,7.0760000000000005,10.0,northern Algeria,Skikda ⵙⴽⵉⴽⴷⴰ سكيكدة, سكيكدة,Skikda 
435,2002-04-14T10:55:50.410Z,35.87,1.351,10.0,northern Algeria,Relizane ⵉⵖⵉⵍ ⵉⵣⴰⵏ غليزان, غليزان,Relizane 
436,2002-04-30T21:46:01.380Z,35.91900000000001,-1.544,0.0,northern Algeria,algeria,,algeria
437,2002-06-19T02:04:29.130Z,36.421,2.266,10.0,northern Algeria,Tipaza ⵜⵉⵒⴰⵣⴰ تيبازة, تيبازة,Tipaza 
438,2002-06-23T21:00:21.250Z,35.805,-0.43,10.0,northern Algeria,Oran ⵡⴻⵀⵔⴰⵏ وهران, وهران,Oran 
439,2002-06-27T03:01:45.710Z,36.489,1.469,10.0,northern Algeria,Chlef ⵛⵛⵍⴻⴼ الشلف, الشلف,Chlef 
440,2002-06-28T18:39:38.710Z,35.91300000000001,-1.987,4.5,northern Algeria,algeria,,algeria
441,2002-07-06T19:22:58.500Z,36.661,1.84,0.0,northern Algeria,algeria,,algeria
442,2002-07-10T01:33:53.350Z,35.843,0.153,10.0,northern Algeria,Mostaganem ⵎⵓⵙⵜⵖⴰⵏⴻⵎ مستغانم, مستغانم,Mostaganem 
443,2002-07-21T08:32:20.270Z,35.802,-1.67,0.0,northern Algeria,algeria,,algeria
444,2002-08-21T19:37:51.560Z,36.63800000000001,1.611,10.0,northern Algeria,algeria,,algeria
445,2002-08-29T01:15:29.990Z,35.613,-0.484,0.0,northern Algeria,Oran ⵡⴻⵀⵔⴰⵏ وهران, وهران,Oran 
446,2002-08-29T02:55:43.230Z,35.543,-1.16,0.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
447,2002-09-21T05:16:41.890Z,35.22400000000001,-0.928,10.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
448,2002-09-21T05:18:44.830Z,35.172,-0.861,10.0,northern Algeria,Sidi Bel Abbès ⵙⵉⴷⵉ ⴱⴻⵍ ⵄⴻⴱⴱⴰⵙ سيدي بلعباس, سيدي بلعباس,Sidi Bel Abbès 
449,2002-09-27T23:11:17.080Z,36.178,5.178,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
450,2002-09-29T07:04:06.220Z,35.588,-1.69,0.0,northern Algeria,algeria,,algeria
451,2002-10-17T06:07:24.990Z,35.118,-0.42,10.0,northern Algeria,Sidi Bel Abbès ⵙⵉⴷⵉ ⴱⴻⵍ ⵄⴻⴱⴱⴰⵙ سيدي بلعباس, سيدي بلعباس,Sidi Bel Abbès 
452,2002-10-28T05:25:49.480Z,36.629,4.78,0.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
453,2002-12-01T08:38:06.370Z,35.543,-1.08,10.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
454,2002-12-17T01:21:33.260Z,35.921,3.83,33.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
455,2003-01-01T00:55:55.880Z,36.132,2.911,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
456,2003-01-14T03:46:27.560Z,36.344,2.898,35.7,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
457,2003-01-18T23:46:13.470Z,36.815,2.214,6.5,northern Algeria,algeria,,algeria
458,2003-02-09T07:03:42.810Z,36.431,1.394,10.0,northern Algeria,Chlef ⵛⵛⵍⴻⴼ الشلف, الشلف,Chlef 
459,2003-02-09T23:54:22.240Z,36.154,3.024,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
460,2003-02-26T15:30:32.790Z,35.881,4.177,10.0,northern Algeria,M'Sila ⵎⵙⵉⵍⴰ المسيلة, المسيلة,M'Sila 
461,2003-03-29T04:03:43.680Z,35.591,-0.173,0.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
462,2003-04-07T21:53:33.520Z,35.87,4.1930000000000005,10.0,northern Algeria,M'Sila ⵎⵙⵉⵍⴰ المسيلة, المسيلة,M'Sila 
463,2003-04-08T21:33:09.150Z,36.85,0.923,10.0,northern Algeria,algeria,,algeria
464,2003-04-17T19:58:23.240Z,35.921,-1.083,0.0,northern Algeria,algeria,,algeria
465,2003-04-25T03:33:57.920Z,36.608,6.535,10.0,northern Algeria,Skikda ⵙⴽⵉⴽⴷⴰ سكيكدة, سكيكدة,Skikda 
466,2003-04-25T05:14:35.170Z,36.744,6.324,10.0,northern Algeria,Jijel ⵉⵖⵉⵍ ⴳⵉⵍⵉ جيجل, جيجل,Jijel 
467,2003-04-25T19:41:55.120Z,36.056,3.997,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
468,2003-04-28T02:40:34.620Z,36.667,5.0,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
469,2003-05-06T06:10:28.940Z,35.971,-1.0659999999999998,0.0,northern Algeria,algeria,,algeria
470,2003-05-06T22:36:02.960Z,36.489,4.857,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
471,2003-05-17T00:28:11.910Z,36.715,1.547,0.0,northern Algeria,algeria,,algeria
472,2003-05-17T23:50:56.660Z,35.734,-1.3130000000000002,24.4,northern Algeria,algeria,,algeria
473,2003-05-21T18:44:20.100Z,36.964,3.634,12.0,northern Algeria,algeria,,algeria
474,2003-05-21T18:51:10.300Z,36.97,3.813,10.0,northern Algeria,algeria,,algeria
475,2003-05-21T18:56:22.180Z,36.862,4.01,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
476,2003-05-21T19:02:07.400Z,36.999,3.676,10.0,northern Algeria,algeria,,algeria
477,2003-05-21T19:09:18.280Z,36.938,3.793,10.0,northern Algeria,algeria,,algeria
478,2003-05-21T19:10:32.440Z,36.894,3.321,10.0,northern Algeria,algeria,,algeria
479,2003-05-21T19:13:07.610Z,36.981,3.929,10.0,northern Algeria,algeria,,algeria
480,2003-05-21T19:17:10.740Z,36.953,3.894,10.0,northern Algeria,algeria,,algeria
481,2003-05-21T19:22:37.780Z,36.906,3.699,10.0,northern Algeria,algeria,,algeria
482,2003-05-21T19:24:24.840Z,36.942,3.604,10.0,northern Algeria,algeria,,algeria
483,2003-05-21T19:29:19.470Z,36.906,3.86,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
484,2003-05-21T19:37:32.520Z,36.635,3.4610000000000003,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
485,2003-05-21T19:46:19.680Z,36.84,3.775,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
486,2003-05-21T19:57:11.310Z,36.893,3.525,10.0,northern Algeria,algeria,,algeria
487,2003-05-21T20:01:45.650Z,36.819,3.621,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
488,2003-05-21T20:03:31.610Z,36.867,3.451,10.0,northern Algeria,algeria,,algeria
489,2003-05-21T20:05:20.040Z,36.908,3.805,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
490,2003-05-21T20:07:07.290Z,36.926,3.633,10.0,northern Algeria,algeria,,algeria
491,2003-05-21T20:14:30.490Z,36.84,4.055,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
492,2003-05-21T20:15:25.820Z,36.451,3.934,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
493,2003-05-21T20:27:26.250Z,36.987,3.909,10.0,northern Algeria,algeria,,algeria
494,2003-05-21T20:30:22.890Z,36.923,3.583,10.0,northern Algeria,algeria,,algeria
495,2003-05-21T20:31:56.870Z,36.907,3.657,10.0,northern Algeria,algeria,,algeria
496,2003-05-21T20:41:44.870Z,36.749,3.593,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
497,2003-05-21T20:43:49.690Z,36.526,4.069,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
498,2003-05-21T20:46:27.330Z,36.817,3.759,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
499,2003-05-21T20:48:06.380Z,36.743,3.873,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
500,2003-05-21T20:52:39.890Z,36.616,3.613,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
501,2003-05-21T21:01:54.870Z,36.74800000000001,4.235,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
502,2003-05-21T21:05:28.430Z,36.727,4.09,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
503,2003-05-21T21:07:49.530Z,36.985,3.644,10.0,northern Algeria,algeria,,algeria
504,2003-05-21T21:09:56.350Z,36.542,4.038,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
505,2003-05-21T21:10:55.470Z,36.827,3.614,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
506,2003-05-21T21:23:01.730Z,36.884,3.964,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
507,2003-05-21T21:28:45.630Z,36.898,3.843,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
508,2003-05-21T21:30:11.070Z,36.622,4.1110000000000015,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
509,2003-05-21T21:31:39.750Z,36.847,3.838,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
510,2003-05-21T21:37:44.630Z,36.801,3.814,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
511,2003-05-21T21:39:12.510Z,36.79,3.475,10.0,northern Algeria,algeria,,algeria
512,2003-05-21T21:43:50.730Z,36.821,3.537,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
513,2003-05-21T21:45:11.630Z,36.945,3.708,10.0,northern Algeria,algeria,,algeria
514,2003-05-21T21:47:31.400Z,36.971,3.3680000000000003,10.0,northern Algeria,algeria,,algeria
515,2003-05-21T21:51:33.780Z,36.953,3.926,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
516,2003-05-21T21:53:29.320Z,36.798,3.495,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
517,2003-05-21T22:27:08.070Z,36.926,3.818,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
518,2003-05-21T22:33:23.600Z,36.769,3.551,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
519,2003-05-21T22:34:10.770Z,36.811,3.702,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
520,2003-05-21T22:49:12.790Z,36.851,3.654,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
521,2003-05-21T22:56:12.410Z,36.866,3.829,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
522,2003-05-21T23:02:46.410Z,36.94300000000001,4.081,10.0,northern Algeria,algeria,,algeria
523,2003-05-21T23:07:56.020Z,36.952,3.66,10.0,northern Algeria,algeria,,algeria
524,2003-05-21T23:14:36.580Z,36.99800000000001,3.667,10.0,northern Algeria,algeria,,algeria
525,2003-05-21T23:18:27.630Z,36.964,3.818,10.0,northern Algeria,algeria,,algeria
526,2003-05-21T23:23:43.890Z,36.925,3.499,10.0,northern Algeria,algeria,,algeria
527,2003-05-21T23:44:24.850Z,36.959,3.758,10.0,northern Algeria,algeria,,algeria
528,2003-05-21T23:48:41.960Z,36.815,3.455,10.0,northern Algeria,algeria,,algeria
529,2003-05-22T00:05:20.900Z,36.728,3.579,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
530,2003-05-22T00:07:05.280Z,36.742,3.889,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
531,2003-05-22T00:10:23.320Z,36.88800000000001,3.76,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
532,2003-05-22T00:19:44.240Z,36.897,3.774,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
533,2003-05-22T00:23:03.610Z,36.729,3.774,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
534,2003-05-22T00:33:51.510Z,36.878,3.731,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
535,2003-05-22T00:36:48.000Z,36.846,3.668,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
536,2003-05-22T00:39:48.680Z,36.892,3.852,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
537,2003-05-22T00:48:39.380Z,36.746,3.457,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
538,2003-05-22T00:50:26.140Z,36.913,4.004,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
539,2003-05-22T01:16:07.160Z,36.794,3.56,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
540,2003-05-22T01:32:32.240Z,36.756,4.046,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
541,2003-05-22T01:34:47.260Z,36.87,3.549,10.0,northern Algeria,algeria,,algeria
542,2003-05-22T01:37:43.550Z,36.861,3.4610000000000003,10.0,northern Algeria,algeria,,algeria
543,2003-05-22T01:39:13.620Z,36.879,3.628,10.0,northern Algeria,algeria,,algeria
544,2003-05-22T01:47:06.420Z,36.94,3.524,10.0,northern Algeria,algeria,,algeria
545,2003-05-22T01:49:57.230Z,36.87300000000001,3.881,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
546,2003-05-22T01:55:11.570Z,36.76300000000001,3.444,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
547,2003-05-22T01:59:37.250Z,36.649,3.71,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
548,2003-05-22T02:12:15.360Z,36.826,3.732,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
549,2003-05-22T02:15:20.490Z,36.828,3.618,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
550,2003-05-22T02:21:25.220Z,36.907,3.743,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
551,2003-05-22T02:57:49.640Z,36.776,3.452,0.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
552,2003-05-22T03:09:04.070Z,36.949,3.872,10.0,northern Algeria,algeria,,algeria
553,2003-05-22T04:19:24.290Z,36.989,3.687,10.0,northern Algeria,algeria,,algeria
554,2003-05-22T04:35:10.040Z,36.921,4.114,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
555,2003-05-22T05:06:28.340Z,36.79,3.802,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
556,2003-05-22T05:21:33.080Z,36.752,3.669,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
557,2003-05-22T05:38:53.600Z,36.878,3.981,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
558,2003-05-22T07:05:11.610Z,36.914,3.717,10.0,northern Algeria,algeria,,algeria
559,2003-05-22T07:22:34.410Z,36.978,4.058,10.0,northern Algeria,algeria,,algeria
560,2003-05-22T07:50:05.020Z,36.742,3.848,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
561,2003-05-22T08:31:09.370Z,36.746,4.112,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
562,2003-05-22T09:07:48.210Z,36.961,3.744,10.0,northern Algeria,algeria,,algeria
563,2003-05-22T10:05:31.300Z,36.824,4.051,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
