id,time,latitude,longitude,depth,place,place_exact,exact_place_ar,exact_place_fr
564,2003-05-22T10:18:59.510Z,36.921,3.78,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
565,2003-05-22T10:21:06.160Z,36.925,4.137,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
566,2003-05-22T11:30:48.130Z,36.909,3.931,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
567,2003-05-22T12:07:55.030Z,36.953,4.118,10.0,northern Algeria,algeria,,algeria
568,2003-05-22T12:10:07.170Z,36.968,3.787,10.0,northern Algeria,algeria,,algeria
569,2003-05-22T12:50:27.700Z,36.902,4.026,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
570,2003-05-22T12:51:30.180Z,36.911,3.835,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
571,2003-05-22T13:25:47.950Z,36.932,3.935,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
572,2003-05-22T13:37:04.830Z,36.877,3.68,10.0,northern Algeria,algeria,,algeria
573,2003-05-22T13:56:50.260Z,36.984,3.955,10.0,northern Algeria,algeria,,algeria
574,2003-05-22T14:25:29.730Z,36.892,3.83,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
575,2003-05-22T14:33:29.030Z,36.903,3.718,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
576,2003-05-22T15:31:52.940Z,36.987,3.762,10.0,northern Algeria,algeria,,algeria
577,2003-05-22T16:49:18.470Z,36.905,3.752,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
578,2003-05-22T17:34:34.360Z,36.965,3.999,10.0,northern Algeria,algeria,,algeria
579,2003-05-22T19:02:38.220Z,36.828,3.322,10.0,northern Algeria,algeria,,algeria
580,2003-05-22T19:07:25.170Z,36.86,4.002,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
581,2003-05-22T23:20:09.600Z,36.849,3.646,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
582,2003-05-23T00:00:21.230Z,36.91,3.796,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
583,2003-05-23T00:08:55.540Z,36.941,3.746,10.0,northern Algeria,algeria,,algeria
584,2003-05-23T00:55:27.210Z,36.937,4.0939999999999985,10.0,northern Algeria,algeria,,algeria
585,2003-05-23T01:23:58.500Z,36.927,3.858,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
586,2003-05-23T01:33:29.650Z,36.866,3.924,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
587,2003-05-23T01:57:47.430Z,36.906,3.965,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
588,2003-05-23T02:30:35.180Z,36.862,3.954,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
589,2003-05-23T02:51:18.770Z,36.881,3.899,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
590,2003-05-23T03:10:15.020Z,36.841,3.802,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
591,2003-05-23T03:21:54.200Z,36.962,4.135,10.0,northern Algeria,algeria,,algeria
592,2003-05-23T04:06:36.370Z,36.729,3.613,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
593,2003-05-23T04:26:45.650Z,36.86,3.822,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
594,2003-05-23T05:19:56.580Z,36.77,3.672,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
595,2003-05-23T05:23:04.190Z,36.767,3.786,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
596,2003-05-23T06:09:06.840Z,36.972,3.811,10.0,northern Algeria,algeria,,algeria
597,2003-05-23T07:01:47.330Z,36.967,3.773,10.0,northern Algeria,algeria,,algeria
598,2003-05-23T07:58:12.770Z,36.942,4.0310000000000015,10.0,northern Algeria,algeria,,algeria
599,2003-05-23T08:04:24.640Z,36.919,3.952,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
600,2003-05-23T08:16:35.660Z,36.972,3.761,10.0,northern Algeria,algeria,,algeria
601,2003-05-23T08:35:38.530Z,36.778,3.708,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
602,2003-05-23T08:38:10.750Z,36.857,3.876,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
603,2003-05-23T08:53:57.230Z,36.694,3.992,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
604,2003-05-23T09:41:44.880Z,36.882,3.971,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
605,2003-05-23T10:38:13.420Z,36.626,3.6010000000000004,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
606,2003-05-23T12:26:26.520Z,36.707,3.567,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
607,2003-05-23T12:57:43.800Z,36.834,3.702,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
608,2003-05-23T13:40:23.480Z,36.929,4.113,10.0,northern Algeria,algeria,,algeria
609,2003-05-23T15:08:10.430Z,36.839,3.525,10.0,northern Algeria,algeria,,algeria
610,2003-05-23T16:07:39.130Z,36.87300000000001,3.975,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
611,2003-05-23T17:28:02.480Z,36.784,3.625,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
612,2003-05-23T18:15:07.710Z,36.908,3.643,10.0,northern Algeria,algeria,,algeria
613,2003-05-23T20:50:49.080Z,36.847,3.637,10.0,northern Algeria,algeria,,algeria
614,2003-05-23T23:21:41.920Z,36.467,3.661,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
615,2003-05-23T23:45:59.350Z,36.896,3.805,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
616,2003-05-24T00:31:15.170Z,36.707,3.938,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
617,2003-05-24T00:49:48.460Z,36.715,3.602,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
618,2003-05-24T00:58:00.150Z,36.881,3.817,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
619,2003-05-24T02:27:10.250Z,36.828,3.927,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
620,2003-05-24T03:14:30.510Z,36.804,4.059,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
621,2003-05-24T03:22:19.690Z,36.699,3.917,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
622,2003-05-24T05:58:52.170Z,36.789,3.85,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
623,2003-05-24T07:16:06.170Z,36.789,4.069,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
624,2003-05-24T10:01:09.800Z,36.29,4.043,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
625,2003-05-24T13:29:19.580Z,36.778,3.343,10.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
626,2003-05-24T13:35:04.940Z,36.705,3.627,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
627,2003-05-24T16:58:39.510Z,36.907,3.684,10.0,northern Algeria,algeria,,algeria
628,2003-05-24T17:22:49.270Z,36.72,3.633,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
629,2003-05-24T18:17:33.070Z,36.901,3.933,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
630,2003-05-24T18:38:10.540Z,36.875,3.992,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
631,2003-05-24T19:19:00.040Z,36.969,3.818,10.0,northern Algeria,algeria,,algeria
632,2003-05-24T20:52:03.800Z,36.969,3.755,10.0,northern Algeria,algeria,,algeria
633,2003-05-25T00:05:35.940Z,36.844,3.489,10.0,northern Algeria,algeria,,algeria
634,2003-05-25T00:19:10.720Z,36.801,3.648,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
635,2003-05-25T08:03:04.430Z,36.885,3.719,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
636,2003-05-25T10:19:13.740Z,36.826,3.949,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
637,2003-05-25T14:54:46.740Z,36.784,3.6010000000000004,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
638,2003-05-25T17:09:45.310Z,36.947,3.478,10.0,northern Algeria,algeria,,algeria
639,2003-05-25T17:15:19.980Z,36.695,4.105,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
640,2003-05-25T18:43:14.490Z,36.512,3.791,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
641,2003-05-25T18:59:57.330Z,36.994,3.502,10.0,northern Algeria,algeria,,algeria
642,2003-05-25T22:14:14.670Z,36.931,3.683,10.0,northern Algeria,algeria,,algeria
643,2003-05-26T01:50:15.250Z,36.969,3.761,10.0,northern Algeria,algeria,,algeria
644,2003-05-26T04:05:35.500Z,36.923,3.647,10.0,northern Algeria,algeria,,algeria
645,2003-05-26T08:49:23.650Z,36.841,3.935,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
646,2003-05-26T12:43:46.750Z,36.962,3.606,10.0,northern Algeria,algeria,,algeria
647,2003-05-26T16:01:30.150Z,36.872,3.515,10.0,northern Algeria,algeria,,algeria
648,2003-05-26T16:04:45.690Z,36.617,3.713,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
649,2003-05-26T16:34:32.650Z,36.903,3.4530000000000003,10.0,northern Algeria,algeria,,algeria
650,2003-05-26T17:51:30.140Z,36.659,3.755,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
651,2003-05-26T23:51:54.440Z,36.908,3.758,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
652,2003-05-26T23:59:49.240Z,36.912,3.569,10.0,northern Algeria,algeria,,algeria
653,2003-05-27T01:16:28.000Z,36.916,3.759,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
654,2003-05-27T02:01:20.140Z,36.832,3.671,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
655,2003-05-27T02:39:49.470Z,36.851,3.913,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
656,2003-05-27T07:58:26.630Z,36.862,3.695,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
657,2003-05-27T17:11:28.820Z,36.939,3.5780000000000003,8.0,northern Algeria,algeria,,algeria
658,2003-05-27T17:19:36.130Z,36.894,3.739,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
659,2003-05-27T17:22:45.770Z,36.752,3.712,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
660,2003-05-27T17:33:25.900Z,36.92,3.638,10.0,northern Algeria,algeria,,algeria
661,2003-05-27T17:40:07.310Z,36.991,3.78,10.0,northern Algeria,algeria,,algeria
662,2003-05-27T17:47:57.700Z,36.854,4.067,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
663,2003-05-27T17:57:30.830Z,36.784,3.837,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
664,2003-05-27T18:06:13.480Z,36.767,3.789,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
665,2003-05-27T18:47:11.360Z,36.952,3.805,10.0,northern Algeria,algeria,,algeria
666,2003-05-27T18:54:15.340Z,36.826,3.765,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
667,2003-05-27T19:30:19.240Z,36.865,3.773,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
668,2003-05-27T20:27:54.160Z,36.719,3.661,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
669,2003-05-27T20:40:32.930Z,36.62300000000001,3.814,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
670,2003-05-27T22:11:21.490Z,36.725,3.716,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
671,2003-05-27T22:27:03.070Z,36.749,3.737,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
672,2003-05-27T22:31:39.690Z,36.933,3.722,10.0,northern Algeria,algeria,,algeria
673,2003-05-27T22:57:58.790Z,36.937,3.85,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
674,2003-05-27T23:57:22.670Z,36.877,3.713,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
675,2003-05-28T02:13:32.740Z,36.928,3.801,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
676,2003-05-28T02:26:59.490Z,36.87,3.763,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
677,2003-05-28T04:39:28.680Z,36.738,3.656,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
678,2003-05-28T06:58:37.650Z,36.877,3.274,10.0,northern Algeria,algeria,,algeria
679,2003-05-28T11:26:26.900Z,36.97,3.592,10.0,northern Algeria,algeria,,algeria
680,2003-05-28T14:41:04.770Z,36.774,3.733,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
681,2003-05-28T17:47:49.020Z,36.881,3.839,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
682,2003-05-28T20:57:29.970Z,36.745,3.714,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
683,2003-05-29T01:54:50.620Z,36.85,3.683,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
684,2003-05-29T02:03:46.360Z,36.95,3.723,10.0,northern Algeria,algeria,,algeria
685,2003-05-29T02:14:59.830Z,36.817,3.36,10.0,northern Algeria,algeria,,algeria
686,2003-05-29T02:21:43.790Z,36.51,3.519,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
687,2003-05-29T02:21:53.800Z,36.698,3.361,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
688,2003-05-29T02:48:47.650Z,36.843,3.364,10.0,northern Algeria,algeria,,algeria
689,2003-05-29T05:02:57.210Z,36.677,3.574,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
690,2003-05-29T07:03:50.830Z,36.955,3.675,10.0,northern Algeria,algeria,,algeria
691,2003-05-29T07:23:20.460Z,36.863,3.902,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
692,2003-05-29T15:43:03.210Z,36.773,3.808,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
693,2003-05-29T19:43:14.990Z,36.665,3.83,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
694,2003-05-29T20:24:43.590Z,36.932,3.624,10.0,northern Algeria,algeria,,algeria
695,2003-05-29T21:08:49.310Z,36.908,4.2010000000000005,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
696,2003-05-29T21:24:18.010Z,36.852,3.5860000000000003,10.0,northern Algeria,algeria,,algeria
697,2003-05-30T01:00:04.970Z,36.821,3.157,10.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
698,2003-05-30T01:54:09.940Z,36.874,3.872,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
699,2003-05-30T03:28:53.100Z,36.856,3.744,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
700,2003-05-30T08:22:55.930Z,36.789,3.645,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
701,2003-05-30T09:00:48.370Z,36.847,3.5780000000000003,10.0,northern Algeria,algeria,,algeria
702,2003-05-30T09:15:25.350Z,36.893,3.905,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
703,2003-05-30T11:43:17.420Z,36.709,3.649,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
704,2003-05-30T11:55:02.530Z,36.9,4.172,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
705,2003-05-30T12:01:31.260Z,36.777,3.83,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
706,2003-05-30T12:45:20.010Z,36.788,3.722,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
707,2003-05-30T13:07:52.690Z,36.907,3.729,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
708,2003-05-30T16:45:22.780Z,36.919,3.759,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
709,2003-05-30T17:26:06.230Z,36.747,3.614,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
710,2003-05-30T18:48:51.110Z,36.87300000000001,3.624,10.0,northern Algeria,algeria,,algeria
711,2003-05-30T19:12:10.520Z,36.851,3.756,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
712,2003-05-30T21:35:53.410Z,36.93,3.95,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
713,2003-05-30T23:49:38.220Z,36.965,3.803,10.0,northern Algeria,algeria,,algeria
714,2003-06-01T00:40:00.860Z,36.855,3.678,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
715,2003-06-01T00:48:44.490Z,36.802,3.655,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
716,2003-06-01T02:04:25.380Z,36.905,4.215,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
717,2003-06-01T02:12:00.470Z,36.732,4.319,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
718,2003-06-01T02:46:15.690Z,36.767,3.35,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
719,2003-06-01T02:54:16.360Z,36.842,4.186,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
720,2003-06-01T06:07:18.790Z,36.969,4.006,10.0,northern Algeria,algeria,,algeria
721,2003-06-01T06:44:32.480Z,36.891,3.347,10.0,northern Algeria,algeria,,algeria
722,2003-06-01T07:24:48.050Z,36.809,4.087,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
723,2003-06-01T09:00:47.810Z,36.628,3.681,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
724,2003-06-01T10:44:14.380Z,36.779,3.427,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
725,2003-06-01T12:02:37.530Z,36.86,4.0280000000000005,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
726,2003-06-01T12:19:59.090Z,36.982,4.163,10.0,northern Algeria,algeria,,algeria
727,2003-06-01T16:27:57.140Z,36.984,3.661,10.0,northern Algeria,algeria,,algeria
728,2003-06-01T22:54:32.390Z,36.801,3.514,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
729,2003-06-02T00:06:33.380Z,36.598,3.728,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
730,2003-06-02T01:16:15.170Z,36.762,3.61,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
731,2003-06-02T04:42:45.650Z,36.731,3.989,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
732,2003-06-02T05:01:24.700Z,36.772,3.813,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
733,2003-06-02T08:20:18.630Z,36.819,3.468,10.0,northern Algeria,algeria,,algeria
734,2003-06-02T17:21:13.730Z,36.686,3.836,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
735,2003-06-02T21:36:55.070Z,36.82,4.039,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
736,2003-06-02T22:30:55.960Z,36.841,3.46,10.0,northern Algeria,algeria,,algeria
737,2003-06-02T22:50:50.850Z,36.795,3.934,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
738,2003-06-03T16:45:19.140Z,36.716,3.932,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
739,2003-06-03T23:17:38.540Z,36.89,4.123,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
740,2003-06-04T08:10:50.190Z,36.587,3.477,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
